event_id,timestamp,mission_phase,region_type,radar_signal_strength,radar_noise_level,satellite_temperature,satellite_power_level,uav_battery_level,uav_altitude,communication_latency_ms,communication_packet_loss,cyber_alert_count,failed_login_attempts,weather_severity,anomaly_label,anomaly_type
EVT-00729,2026-01-08 14:00:00,Transit,Mountain,81.69,23.73,38.68,88.53,100.0,9281.91,153.21,3.53,1,3,3,0,Normal
EVT-00730,2026-01-08 14:15:00,Surveillance,Urban,73.81,20.97,39.41,91.01,75.48,11276.66,98.71,4.37,1,3,4,0,Normal
EVT-00731,2026-01-08 14:30:00,Surveillance,Desert,99.37,18.87,43.67,85.34,66.44,10835.63,161.28,1.97,1,2,1,0,Normal
EVT-00732,2026-01-08 14:45:00,Transit,Open Ocean,62.36,20.36,36.5,93.55,63.43,11187.1,102.72,4.42,2,4,1,0,Normal
EVT-00733,2026-01-08 15:00:00,Return,Desert,79.83,12.83,35.19,86.06,46.14,14374.2,142.87,0.32,3,3,1,0,Normal
EVT-00734,2026-01-08 15:15:00,Surveillance,Open Ocean,67.85,23.14,44.6,91.55,68.1,10036.73,102.12,0.28,2,1,3,0,Normal
EVT-00735,2026-01-08 15:30:00,Launch,Open Ocean,73.56,11.33,37.87,82.57,88.02,16337.56,112.16,0.56,3,2,5,0,Normal
EVT-00736,2026-01-08 15:45:00,Surveillance,Desert,79.27,23.01,39.07,73.31,80.38,8687.35,35.26,2.51,1,4,5,0,Normal
EVT-00737,2026-01-08 16:00:00,Surveillance,Mountain,57.07,25.12,38.75,87.88,72.28,16038.58,109.43,4.42,1,5,3,0,Normal
EVT-00738,2026-01-08 16:15:00,Launch,Urban,80.13,19.27,49.18,91.08,58.07,9458.72,123.19,1.54,0,2,1,0,Normal
EVT-00739,2026-01-08 16:30:00,Surveillance,Urban,95.13,16.94,43.14,90.03,75.18,11997.47,105.65,1.74,3,1,4,0,Normal
EVT-00740,2026-01-08 16:45:00,Return,Coastal,73.92,20.4,43.57,88.96,86.18,10774.51,181.47,2.15,1,3,4,0,Normal
EVT-00741,2026-01-08 17:00:00,Return,Mountain,80.34,1.0,49.78,83.56,78.03,11140.68,79.31,3.42,2,2,3,0,Normal
EVT-00742,2026-01-08 17:15:00,Surveillance,Desert,87.22,19.81,43.86,80.35,74.33,14003.39,100.27,1.74,1,5,4,0,Normal
EVT-00743,2026-01-08 17:30:00,Surveillance,Mountain,76.52,17.32,42.77,89.86,60.84,15749.57,88.33,1.65,1,2,3,0,Normal
EVT-00744,2026-01-08 17:45:00,Launch,Urban,72.77,17.7,48.76,88.99,84.14,14976.31,100.27,0.35,1,3,4,0,Normal
EVT-00745,2026-01-08 18:00:00,Surveillance,Coastal,27.69,51.97,50.35,82.07,28.15,10987.86,156.1,1.59,3,4,3,1,Radar Degradation
EVT-00746,2026-01-08 18:15:00,Launch,Open Ocean,83.77,17.55,43.82,93.77,77.36,12460.64,171.73,4.38,3,2,1,0,Normal
EVT-00747,2026-01-08 18:30:00,Transit,Open Ocean,76.98,11.16,45.64,79.82,100.0,10044.81,95.47,2.65,3,1,1,0,Normal
EVT-00748,2026-01-08 18:45:00,Launch,Coastal,68.89,17.15,54.03,61.37,50.88,9521.12,94.69,1.32,1,3,5,1,Satellite Telemetry Spike
EVT-00749,2026-01-08 19:00:00,Launch,Open Ocean,79.14,18.41,38.11,97.45,68.62,9134.25,79.5,4.48,2,2,3,0,Normal
EVT-00750,2026-01-08 19:15:00,Pre-Mission,Desert,72.75,18.69,51.15,92.08,71.89,10906.07,165.72,1.56,1,2,2,0,Normal
EVT-00751,2026-01-08 19:30:00,Return,Open Ocean,73.24,18.97,48.56,83.49,65.52,12624.01,159.24,4.77,1,4,2,0,Normal
EVT-00752,2026-01-08 19:45:00,Pre-Mission,Open Ocean,83.46,24.24,48.64,88.01,86.51,7220.46,116.29,4.75,5,4,1,0,Normal
EVT-00753,2026-01-08 20:00:00,Pre-Mission,Desert,65.95,11.48,47.25,87.08,78.61,11884.12,71.14,2.59,3,4,5,0,Normal
EVT-00754,2026-01-08 20:15:00,Return,Coastal,87.43,19.05,45.37,66.78,74.13,15790.06,74.27,0.1,1,1,1,0,Normal
EVT-00755,2026-01-08 20:30:00,Transit,Desert,65.42,25.74,50.57,79.65,83.16,14804.78,495.37,29.49,0,3,2,1,Communication Disruption
EVT-00756,2026-01-08 20:45:00,Transit,Coastal,72.04,7.59,52.48,85.64,72.23,10537.04,139.23,3.12,2,3,3,0,Normal
EVT-00757,2026-01-08 21:00:00,Surveillance,Coastal,46.59,51.16,68.9,83.5,100.0,8507.82,107.77,1.98,9,3,2,1,Multi-Domain Escalation
EVT-00758,2026-01-08 21:15:00,Launch,Desert,88.15,14.49,44.19,87.73,74.12,13149.58,108.75,4.03,1,3,1,0,Normal
EVT-00759,2026-01-08 21:30:00,Pre-Mission,Mountain,78.88,15.78,56.1,93.91,74.73,6206.43,176.64,3.62,0,5,2,0,Normal
EVT-00760,2026-01-08 21:45:00,Surveillance,Mountain,69.54,12.57,66.17,41.4,48.05,14775.39,112.39,4.6,4,5,4,1,Satellite Telemetry Spike
EVT-00761,2026-01-08 22:00:00,Pre-Mission,Coastal,35.13,47.89,73.74,78.6,64.39,11466.03,345.53,1.44,16,2,2,1,Multi-Domain Escalation
EVT-00762,2026-01-08 22:15:00,Transit,Mountain,78.66,29.05,47.26,88.27,88.06,16578.25,142.72,3.01,1,3,5,0,Normal
EVT-00763,2026-01-08 22:30:00,Return,Urban,78.34,10.41,46.98,83.71,53.3,7682.59,82.05,0.6,0,1,2,0,Normal
EVT-00764,2026-01-08 22:45:00,Return,Desert,77.18,10.98,39.11,84.91,41.79,14295.37,109.76,3.57,1,2,1,0,Normal
EVT-00765,2026-01-08 23:00:00,Launch,Mountain,77.72,10.19,50.61,83.96,72.45,11748.73,115.5,2.46,3,2,1,0,Normal
EVT-00766,2026-01-08 23:15:00,Surveillance,Open Ocean,76.07,28.36,67.76,100.0,91.19,11172.37,86.66,2.95,3,2,5,0,Normal
EVT-00767,2026-01-08 23:30:00,Surveillance,Mountain,65.02,15.23,42.0,70.32,72.59,8575.39,86.05,2.27,1,0,3,0,Normal
EVT-00768,2026-01-08 23:45:00,Transit,Mountain,73.35,17.85,45.57,83.28,67.29,13489.37,172.74,2.1,1,1,5,0,Normal
EVT-00769,2026-01-09 00:00:00,Pre-Mission,Urban,86.23,15.58,41.43,85.97,45.98,13690.34,85.79,1.11,1,0,4,0,Normal
EVT-00770,2026-01-09 00:15:00,Launch,Urban,65.68,12.33,41.1,80.53,78.33,16462.82,157.75,3.76,3,1,1,0,Normal
EVT-00771,2026-01-09 00:30:00,Surveillance,Coastal,34.67,32.03,88.35,92.3,81.26,14520.13,330.35,4.88,16,2,2,1,Multi-Domain Escalation
EVT-00772,2026-01-09 00:45:00,Return,Coastal,70.62,32.75,39.62,91.69,47.06,10515.26,119.1,1.61,3,7,4,0,Normal
EVT-00773,2026-01-09 01:00:00,Pre-Mission,Coastal,79.0,26.35,41.21,85.67,87.88,9490.34,139.66,3.39,0,3,1,0,Normal
EVT-00774,2026-01-09 01:15:00,Surveillance,Coastal,74.5,12.88,32.3,84.11,82.72,8578.77,99.05,3.19,0,3,5,0,Normal
EVT-00775,2026-01-09 01:30:00,Return,Desert,91.3,21.89,65.06,58.28,87.85,15683.06,139.88,2.51,0,2,1,1,Satellite Telemetry Spike
EVT-00776,2026-01-09 01:45:00,Return,Urban,49.79,39.86,31.33,85.27,80.17,10054.56,48.37,0.06,0,3,4,1,Radar Degradation
EVT-00777,2026-01-09 02:00:00,Transit,Coastal,66.19,7.34,50.05,85.45,81.15,15700.57,135.39,0.42,1,1,5,0,Normal
EVT-00778,2026-01-09 02:15:00,Pre-Mission,Urban,84.04,24.12,67.4,84.68,79.29,13312.68,33.6,1.25,4,2,3,0,Normal
EVT-00779,2026-01-09 02:30:00,Launch,Coastal,71.03,24.96,42.07,87.77,84.16,12824.76,112.06,0.0,2,2,5,0,Normal
EVT-00780,2026-01-09 02:45:00,Return,Desert,72.81,24.28,31.67,91.27,46.54,11232.83,149.9,4.75,4,4,5,0,Normal
EVT-00781,2026-01-09 03:00:00,Return,Urban,80.82,15.18,52.2,77.39,50.99,13651.68,141.78,3.09,0,5,4,0,Normal
EVT-00782,2026-01-09 03:15:00,Surveillance,Coastal,73.57,17.0,39.18,78.65,61.7,11961.32,74.56,2.45,0,1,4,0,Normal
EVT-00783,2026-01-09 03:30:00,Pre-Mission,Urban,86.04,22.5,55.39,73.76,70.18,11076.97,79.06,0.0,12,32,2,1,Cyber Intrusion Pattern
EVT-00784,2026-01-09 03:45:00,Pre-Mission,Open Ocean,71.03,20.35,42.74,92.06,77.43,13740.01,95.9,0.0,1,3,2,0,Normal
EVT-00785,2026-01-09 04:00:00,Transit,Desert,37.18,39.23,51.27,87.75,76.55,11640.07,360.26,2.5,22,3,5,1,Multi-Domain Escalation
EVT-00786,2026-01-09 04:15:00,Transit,Coastal,72.09,8.29,43.58,89.54,87.64,10004.16,48.88,5.65,3,4,2,0,Normal
EVT-00787,2026-01-09 04:30:00,Pre-Mission,Urban,72.91,18.68,51.06,75.99,88.08,13499.57,119.54,1.38,2,2,3,0,Normal
EVT-00788,2026-01-09 04:45:00,Surveillance,Urban,55.27,65.75,55.96,98.49,59.79,11840.04,263.16,3.88,16,4,3,1,Multi-Domain Escalation
EVT-00789,2026-01-09 05:00:00,Transit,Mountain,83.66,10.81,41.03,81.74,75.34,13222.28,110.09,1.73,2,3,2,0,Normal
EVT-00790,2026-01-09 05:15:00,Pre-Mission,Desert,93.39,21.83,43.41,87.18,60.13,10865.35,138.39,2.59,1,4,2,0,Normal
EVT-00791,2026-01-09 05:30:00,Pre-Mission,Mountain,98.41,19.99,34.83,91.98,69.36,8977.2,127.83,4.44,2,4,3,0,Normal
EVT-00792,2026-01-09 05:45:00,Transit,Open Ocean,68.72,22.5,48.18,79.09,76.51,16337.68,101.04,1.95,22,31,2,1,Cyber Intrusion Pattern
EVT-00793,2026-01-09 06:00:00,Surveillance,Coastal,78.63,23.23,30.71,82.18,24.28,15866.53,52.23,1.4,1,4,5,0,Normal
EVT-00794,2026-01-09 06:15:00,Return,Coastal,67.41,13.83,41.45,87.25,100.0,14209.46,124.67,4.77,2,6,1,0,Normal
EVT-00795,2026-01-09 06:30:00,Transit,Mountain,71.0,8.3,51.08,100.0,79.93,11030.47,86.64,2.57,4,2,2,0,Normal
EVT-00796,2026-01-09 06:45:00,Launch,Coastal,72.33,14.8,47.42,88.11,63.66,11249.21,99.76,4.25,0,5,5,0,Normal
EVT-00797,2026-01-09 07:00:00,Return,Open Ocean,68.49,23.33,49.72,97.24,98.98,15455.82,136.77,1.4,1,3,3,0,Normal
EVT-00798,2026-01-09 07:15:00,Transit,Urban,68.53,14.75,44.48,94.44,67.14,11115.42,169.61,4.75,1,3,4,0,Normal
EVT-00799,2026-01-09 07:30:00,Launch,Mountain,76.7,13.84,54.36,88.58,73.86,10418.61,118.67,2.94,1,1,4,0,Normal
EVT-00800,2026-01-09 07:45:00,Transit,Mountain,67.05,7.07,52.4,79.08,65.18,16680.59,139.39,3.2,2,2,2,0,Normal
EVT-00801,2026-01-09 08:00:00,Pre-Mission,Urban,85.58,28.52,48.57,93.42,95.13,11880.81,69.44,2.71,2,3,4,0,Normal
EVT-00802,2026-01-09 08:15:00,Launch,Mountain,69.74,22.95,52.42,75.51,70.53,16421.06,128.59,1.69,3,5,2,0,Normal
EVT-00803,2026-01-09 08:30:00,Transit,Mountain,100.0,22.62,51.0,97.21,74.09,8504.02,117.9,2.5,25,33,4,1,Cyber Intrusion Pattern
EVT-00804,2026-01-09 08:45:00,Return,Coastal,73.94,23.81,41.48,87.4,88.85,13295.46,163.02,1.79,2,3,1,0,Normal
EVT-00805,2026-01-09 09:00:00,Surveillance,Urban,78.65,21.46,34.25,67.45,80.19,17177.71,101.08,4.04,2,2,4,0,Normal
EVT-00806,2026-01-09 09:15:00,Surveillance,Urban,66.34,16.53,48.36,83.62,71.24,12074.38,111.54,2.18,5,4,1,0,Normal
EVT-00807,2026-01-09 09:30:00,Transit,Urban,93.35,17.02,49.37,90.58,87.55,11339.99,157.06,0.11,1,3,5,0,Normal
EVT-00808,2026-01-09 09:45:00,Pre-Mission,Mountain,57.27,38.77,81.86,84.34,100.0,9080.62,368.05,0.0,22,3,4,1,Multi-Domain Escalation
EVT-00809,2026-01-09 10:00:00,Launch,Urban,80.67,33.81,37.51,91.01,76.44,14705.86,81.19,0.0,5,4,1,0,Normal
EVT-00810,2026-01-09 10:15:00,Return,Open Ocean,65.88,21.34,37.75,80.05,73.63,10074.68,209.31,3.49,0,6,1,0,Normal
EVT-00811,2026-01-09 10:30:00,Pre-Mission,Coastal,79.9,15.22,48.68,76.86,74.39,11762.98,82.25,0.66,1,4,1,0,Normal
EVT-00812,2026-01-09 10:45:00,Return,Desert,67.91,20.79,44.43,85.5,90.35,8913.74,117.74,2.98,4,5,5,0,Normal
EVT-00813,2026-01-09 11:00:00,Surveillance,Desert,91.16,11.93,42.22,41.79,63.61,15892.24,132.13,2.72,4,3,3,1,Satellite Telemetry Spike
EVT-00814,2026-01-09 11:15:00,Launch,Mountain,85.28,27.03,48.0,83.56,68.1,14887.21,129.37,2.4,0,3,2,0,Normal
EVT-00815,2026-01-09 11:30:00,Surveillance,Open Ocean,78.86,14.03,30.18,94.59,50.48,11921.04,113.36,3.2,1,4,2,0,Normal
EVT-00816,2026-01-09 11:45:00,Return,Urban,56.07,21.01,37.44,80.05,55.43,9114.63,113.53,2.75,3,3,1,0,Normal
EVT-00817,2026-01-09 12:00:00,Pre-Mission,Coastal,45.23,47.0,71.06,88.19,64.75,15839.77,314.16,0.0,17,1,2,1,Multi-Domain Escalation
EVT-00818,2026-01-09 12:15:00,Pre-Mission,Coastal,84.19,20.31,59.6,86.48,71.22,11085.17,80.94,1.98,2,1,5,0,Normal
EVT-00819,2026-01-09 12:30:00,Surveillance,Urban,88.92,18.57,35.27,75.1,96.77,9236.99,618.62,15.74,1,1,3,1,Communication Disruption
EVT-00820,2026-01-09 12:45:00,Return,Coastal,87.98,18.06,42.36,76.77,79.5,7594.7,112.3,5.12,2,4,2,0,Normal
EVT-00821,2026-01-09 13:00:00,Pre-Mission,Coastal,63.67,17.66,45.34,86.08,59.23,10385.09,140.89,5.2,0,3,1,0,Normal
EVT-00822,2026-01-09 13:15:00,Surveillance,Desert,80.71,14.54,59.25,99.87,61.81,8363.4,108.29,0.32,2,1,2,0,Normal
EVT-00823,2026-01-09 13:30:00,Pre-Mission,Coastal,87.14,15.3,41.06,90.05,91.25,10442.95,107.58,1.94,0,2,2,0,Normal
EVT-00824,2026-01-09 13:45:00,Surveillance,Open Ocean,63.07,26.88,41.18,73.92,87.77,13861.02,104.06,0.0,0,2,1,0,Normal
EVT-00825,2026-01-09 14:00:00,Surveillance,Desert,77.93,17.35,57.39,64.23,72.39,11061.5,65.76,4.93,1,4,4,0,Normal
EVT-00826,2026-01-09 14:15:00,Pre-Mission,Open Ocean,80.46,13.29,42.0,91.13,65.8,12889.23,114.38,4.12,2,5,4,0,Normal
EVT-00827,2026-01-09 14:30:00,Surveillance,Urban,75.29,14.9,50.78,85.33,87.75,10191.66,105.75,3.06,1,2,5,0,Normal
EVT-00828,2026-01-09 14:45:00,Return,Open Ocean,61.33,24.6,33.18,93.99,58.09,12162.92,161.0,2.77,1,6,2,0,Normal
EVT-00829,2026-01-09 15:00:00,Return,Desert,44.18,42.56,64.8,79.83,77.49,16802.25,177.96,4.71,12,1,2,1,Multi-Domain Escalation
EVT-00830,2026-01-09 15:15:00,Pre-Mission,Open Ocean,75.05,21.36,31.72,88.45,100.0,11128.78,99.8,4.44,3,3,5,0,Normal
EVT-00831,2026-01-09 15:30:00,Launch,Coastal,76.67,16.45,36.56,91.92,74.87,12961.07,88.55,4.35,4,1,2,0,Normal
EVT-00832,2026-01-09 15:45:00,Launch,Open Ocean,72.93,21.44,51.71,82.87,61.14,8086.18,170.49,3.23,1,4,4,0,Normal
EVT-00833,2026-01-09 16:00:00,Transit,Mountain,74.01,14.14,44.6,83.02,77.75,15800.27,89.57,1.94,4,2,4,0,Normal
EVT-00834,2026-01-09 16:15:00,Pre-Mission,Urban,77.64,16.44,42.45,86.18,65.42,10806.98,139.68,3.73,2,5,5,0,Normal
EVT-00835,2026-01-09 16:30:00,Return,Mountain,81.98,23.82,39.01,89.8,52.48,14626.33,153.96,3.81,3,5,2,0,Normal
EVT-00836,2026-01-09 16:45:00,Surveillance,Urban,75.26,23.25,43.23,85.9,81.81,11692.05,114.89,2.19,2,1,4,0,Normal
EVT-00837,2026-01-09 17:00:00,Return,Open Ocean,74.31,12.11,47.41,92.82,87.65,13528.95,71.81,1.94,3,4,1,0,Normal
EVT-00838,2026-01-09 17:15:00,Pre-Mission,Coastal,78.83,12.87,52.86,82.77,67.65,13677.53,72.25,4.31,20,26,4,1,Cyber Intrusion Pattern
EVT-00839,2026-01-09 17:30:00,Pre-Mission,Coastal,60.71,18.65,24.0,76.7,66.72,10868.9,150.09,5.16,2,6,1,0,Normal
EVT-00840,2026-01-09 17:45:00,Return,Mountain,82.29,28.36,38.35,99.84,58.54,14729.77,75.88,1.3,2,3,4,0,Normal
EVT-00841,2026-01-09 18:00:00,Launch,Mountain,77.99,6.51,46.27,81.77,69.9,10102.54,133.72,2.08,1,3,2,0,Normal
EVT-00842,2026-01-09 18:15:00,Surveillance,Urban,78.36,19.67,44.21,82.02,64.13,13944.84,124.0,3.06,3,6,3,0,Normal
EVT-00843,2026-01-09 18:30:00,Return,Open Ocean,86.65,9.74,48.23,85.54,57.85,11024.49,133.2,3.28,3,3,1,0,Normal
EVT-00844,2026-01-09 18:45:00,Pre-Mission,Open Ocean,60.42,14.19,47.14,86.47,98.49,12873.89,136.51,1.66,3,3,4,0,Normal
EVT-00845,2026-01-09 19:00:00,Pre-Mission,Desert,60.24,15.81,42.56,83.29,78.53,10845.02,87.32,5.51,1,2,3,0,Normal
EVT-00846,2026-01-09 19:15:00,Pre-Mission,Desert,80.46,15.48,40.79,85.88,80.01,12124.94,85.86,3.18,3,2,4,0,Normal
EVT-00847,2026-01-09 19:30:00,Pre-Mission,Mountain,77.94,14.8,43.04,85.72,84.37,9313.27,145.02,3.35,5,3,2,0,Normal
EVT-00848,2026-01-09 19:45:00,Pre-Mission,Mountain,79.53,18.04,54.19,87.22,82.79,12618.89,97.97,5.31,2,3,1,0,Normal
EVT-00849,2026-01-09 20:00:00,Return,Mountain,73.84,14.79,39.14,69.5,66.22,12110.47,23.74,1.78,2,3,3,0,Normal
EVT-00850,2026-01-09 20:15:00,Surveillance,Urban,83.98,9.23,44.5,99.17,75.82,10649.62,142.71,2.36,1,0,4,0,Normal
EVT-00851,2026-01-09 20:30:00,Return,Urban,86.39,22.68,46.47,84.97,68.23,11862.43,83.73,0.49,5,3,4,0,Normal
EVT-00852,2026-01-09 20:45:00,Return,Coastal,82.36,22.52,57.48,90.06,78.14,12335.01,136.35,2.22,2,2,2,0,Normal
EVT-00853,2026-01-09 21:00:00,Return,Mountain,75.65,23.06,42.6,76.35,76.78,10459.11,168.75,0.12,0,3,4,0,Normal
EVT-00854,2026-01-09 21:15:00,Launch,Urban,59.03,8.76,52.67,82.7,66.64,11678.1,120.59,3.7,2,2,3,0,Normal
EVT-00855,2026-01-09 21:30:00,Launch,Urban,84.92,19.79,54.86,81.29,53.39,9486.12,154.85,3.17,3,2,2,0,Normal
EVT-00856,2026-01-09 21:45:00,Return,Open Ocean,89.0,22.06,44.49,96.29,74.05,17864.33,125.38,2.06,0,4,1,0,Normal
EVT-00857,2026-01-09 22:00:00,Launch,Coastal,83.8,11.81,43.31,81.9,69.14,14647.8,175.56,2.34,3,3,2,0,Normal
EVT-00858,2026-01-09 22:15:00,Pre-Mission,Mountain,70.08,18.06,72.39,44.93,45.53,12682.74,82.83,3.72,3,1,1,1,Satellite Telemetry Spike
EVT-00859,2026-01-09 22:30:00,Surveillance,Mountain,84.06,17.3,42.95,81.45,79.11,14930.28,119.71,0.68,2,4,4,0,Normal
EVT-00860,2026-01-09 22:45:00,Return,Desert,85.74,29.05,51.83,82.83,85.51,7051.87,143.56,2.83,0,2,1,0,Normal
EVT-00861,2026-01-09 23:00:00,Return,Desert,92.03,29.55,46.85,84.28,100.0,5605.8,113.34,3.62,0,5,1,0,Normal
EVT-00862,2026-01-09 23:15:00,Return,Coastal,70.12,8.01,46.88,94.99,66.52,11001.77,160.33,0.0,3,1,1,0,Normal
EVT-00863,2026-01-09 23:30:00,Pre-Mission,Open Ocean,75.96,32.96,36.0,72.77,64.46,8553.59,104.88,3.6,3,2,2,0,Normal
EVT-00864,2026-01-09 23:45:00,Surveillance,Coastal,84.73,12.51,37.26,76.79,56.47,11408.49,192.43,0.0,5,3,1,0,Normal
EVT-00865,2026-01-10 00:00:00,Return,Open Ocean,78.52,23.88,62.15,72.37,74.92,12514.14,194.28,2.31,3,3,4,0,Normal
EVT-00866,2026-01-10 00:15:00,Surveillance,Mountain,67.94,23.82,43.58,78.39,74.83,14301.04,129.87,0.64,2,2,1,0,Normal
EVT-00867,2026-01-10 00:30:00,Return,Urban,81.73,12.03,38.8,80.32,60.64,9154.34,139.34,4.79,1,6,5,0,Normal
EVT-00868,2026-01-10 00:45:00,Return,Desert,83.21,20.96,56.45,74.7,69.55,12999.08,161.71,0.65,2,6,3,0,Normal
EVT-00869,2026-01-10 01:00:00,Transit,Urban,39.5,49.33,47.25,80.86,44.3,12035.97,78.45,0.0,5,2,1,1,Radar Degradation
EVT-00870,2026-01-10 01:15:00,Pre-Mission,Desert,79.98,21.33,49.63,71.9,84.97,12868.77,74.08,2.71,2,3,3,0,Normal
EVT-00871,2026-01-10 01:30:00,Transit,Urban,27.33,49.94,43.9,78.87,61.21,10700.57,163.97,1.84,1,1,1,1,Radar Degradation
EVT-00872,2026-01-10 01:45:00,Launch,Coastal,91.3,25.18,42.45,94.4,71.51,15457.84,129.59,0.09,2,4,5,0,Normal
EVT-00873,2026-01-10 02:00:00,Pre-Mission,Desert,69.89,18.45,43.64,88.83,52.03,11741.23,112.07,3.34,2,2,3,0,Normal
EVT-00874,2026-01-10 02:15:00,Pre-Mission,Open Ocean,72.71,16.99,33.94,87.31,63.85,16435.46,120.39,0.0,1,4,5,0,Normal
EVT-00875,2026-01-10 02:30:00,Surveillance,Mountain,78.1,24.58,44.3,78.98,68.09,10024.03,36.49,0.84,2,3,2,0,Normal
EVT-00876,2026-01-10 02:45:00,Transit,Urban,85.91,21.48,47.37,75.25,71.84,13857.07,332.6,8.46,1,2,1,1,Communication Disruption
EVT-00877,2026-01-10 03:00:00,Transit,Coastal,64.52,22.39,59.8,78.03,78.72,11850.83,93.64,3.78,0,4,2,0,Normal
EVT-00878,2026-01-10 03:15:00,Surveillance,Open Ocean,66.21,14.01,45.69,85.7,92.15,11180.64,152.13,4.57,1,3,3,0,Normal
EVT-00879,2026-01-10 03:30:00,Transit,Desert,59.66,11.73,26.33,92.08,82.26,13580.79,154.83,4.26,1,2,4,0,Normal
EVT-00880,2026-01-10 03:45:00,Surveillance,Urban,78.29,14.59,44.25,92.32,85.47,11252.07,140.18,2.25,4,5,3,0,Normal
EVT-00881,2026-01-10 04:00:00,Pre-Mission,Coastal,67.94,14.28,66.92,90.41,92.25,5345.09,133.84,0.0,3,2,5,0,Normal
EVT-00882,2026-01-10 04:15:00,Return,Coastal,74.54,22.72,51.93,80.84,79.98,4342.83,67.59,3.13,3,2,2,0,Normal
EVT-00883,2026-01-10 04:30:00,Transit,Urban,83.95,23.86,38.51,86.17,71.49,15181.06,140.67,4.85,3,4,2,0,Normal
EVT-00884,2026-01-10 04:45:00,Pre-Mission,Open Ocean,72.23,17.07,49.73,83.75,86.13,15075.65,142.03,4.47,1,5,3,0,Normal
EVT-00885,2026-01-10 05:00:00,Return,Desert,80.08,26.59,39.06,84.59,87.02,16718.35,163.58,3.24,4,5,1,0,Normal
EVT-00886,2026-01-10 05:15:00,Surveillance,Urban,75.31,26.21,34.17,100.0,81.08,11956.18,194.14,0.6,3,5,4,0,Normal
EVT-00887,2026-01-10 05:30:00,Pre-Mission,Desert,84.05,19.46,42.21,73.67,51.64,8768.41,60.76,1.66,6,3,1,0,Normal
EVT-00888,2026-01-10 05:45:00,Pre-Mission,Mountain,82.28,13.07,45.73,84.36,60.22,10951.04,106.4,5.59,2,1,4,0,Normal
EVT-00889,2026-01-10 06:00:00,Pre-Mission,Urban,71.77,27.45,30.02,94.48,68.15,12028.56,94.02,0.23,2,4,2,0,Normal
EVT-00890,2026-01-10 06:15:00,Launch,Mountain,76.48,17.63,35.81,75.74,82.91,9482.4,126.04,0.66,3,1,2,0,Normal
EVT-00891,2026-01-10 06:30:00,Pre-Mission,Urban,87.39,18.76,45.08,81.49,71.7,16121.44,120.47,4.01,1,4,4,0,Normal
EVT-00892,2026-01-10 06:45:00,Surveillance,Coastal,81.54,15.96,41.73,82.3,87.92,17598.76,111.81,1.81,1,3,4,0,Normal
EVT-00893,2026-01-10 07:00:00,Transit,Open Ocean,65.43,12.66,48.16,84.44,90.41,13195.7,155.97,0.61,0,4,5,0,Normal
EVT-00894,2026-01-10 07:15:00,Return,Desert,83.9,9.19,35.28,74.83,88.79,11972.84,81.45,4.94,1,2,2,0,Normal
EVT-00895,2026-01-10 07:30:00,Surveillance,Urban,68.24,21.8,50.71,90.17,88.88,8762.58,83.56,3.24,1,3,5,0,Normal
EVT-00896,2026-01-10 07:45:00,Surveillance,Open Ocean,90.71,13.3,35.53,90.66,57.48,15866.08,84.15,1.89,4,1,5,0,Normal
EVT-00897,2026-01-10 08:00:00,Transit,Mountain,87.22,36.36,58.14,89.56,78.76,12190.77,107.39,0.67,4,3,5,0,Normal
EVT-00898,2026-01-10 08:15:00,Pre-Mission,Open Ocean,80.61,11.48,31.27,79.91,63.49,11277.09,77.0,5.78,3,0,5,0,Normal
EVT-00899,2026-01-10 08:30:00,Pre-Mission,Desert,79.42,10.46,36.26,86.61,48.91,13202.94,118.3,2.46,18,22,4,1,Cyber Intrusion Pattern
EVT-00900,2026-01-10 08:45:00,Surveillance,Coastal,76.12,21.06,48.34,79.7,67.98,10535.72,114.21,4.74,0,2,2,0,Normal
EVT-00901,2026-01-10 09:00:00,Pre-Mission,Mountain,84.11,27.18,58.31,83.67,90.55,12367.19,92.47,3.93,1,1,4,0,Normal
EVT-00902,2026-01-10 09:15:00,Pre-Mission,Mountain,74.66,18.39,47.52,100.0,78.45,8393.83,150.58,1.67,2,8,4,0,Normal
EVT-00903,2026-01-10 09:30:00,Launch,Desert,80.12,21.43,49.5,86.67,100.0,14717.72,117.92,1.68,1,1,2,0,Normal
EVT-00904,2026-01-10 09:45:00,Return,Coastal,54.29,17.1,71.22,77.69,74.48,11738.97,491.46,4.81,21,4,5,1,Multi-Domain Escalation
EVT-00905,2026-01-10 10:00:00,Transit,Coastal,72.94,13.93,36.79,87.26,100.0,14897.0,113.17,4.84,3,3,4,0,Normal
EVT-00906,2026-01-10 10:15:00,Surveillance,Coastal,72.45,11.56,41.08,76.54,74.49,11497.16,119.15,0.0,1,5,3,0,Normal
EVT-00907,2026-01-10 10:30:00,Transit,Coastal,67.25,6.63,35.3,77.61,72.31,11659.5,100.3,3.38,2,4,5,0,Normal
EVT-00908,2026-01-10 10:45:00,Pre-Mission,Urban,68.42,18.7,34.77,78.71,54.09,8969.21,119.75,2.31,3,4,1,0,Normal
EVT-00909,2026-01-10 11:00:00,Launch,Urban,61.54,4.54,48.21,82.89,87.55,13899.39,144.93,0.85,0,5,4,0,Normal
